SiteID,Designatio,LAT,LONG,COMID,ElevCat,Precip8110Ws,Tmean8110Ws,WsAreaSqKm
HAWK-89,Cal,38.28499985,-111.1279984,4900817,1570.92,446.62,5.55,2761.2846
HAWK-9,Cal,39.23379898,-114.1559982,10406910,2643.01,534.99,3.84,39.0726
HAWK-91,Cal,37.79710007,-109.5130005,1399314,2718.07,762.69,4.67,17.3655
HAWK-92,Cal,38.68299866,-109.3550034,3378687,1760.18,372.41,10.58,81.1773
HAWK-93,Cal,40.14300156,-111.3399963,10348964,1969.02,703.85,5.88,68.7744
HAWK-94,Cal,40.59880066,-111.0930023,10374230,2409.87,1042.17,2.42,63.774
HAWK-95,Cal,40.8885994,-110.5360031,3199240,2961.57,903.63,0.01,125.0856
HAWK-97,Cal,37.85200119,-104.9850006,1425416,2747.25,861.19,4.36,15.6663
HAWK-98,Cal,37.42060089,-104.9759979,1427570,2599.41,736.32,3.76,19.0746
HAWK-99,Cal,37.61380005,-105.4720001,1424118,3469.08,801.06,0.89,33.7923
R6REM-1,Cal,36.1815,-106.849,17847496,2536.2,774.32,5.23,21.1644
R6REM-11,Cal,33.081,-108.457,2430604,1815.41,522.32,9.63,4626.5121
R6REM-4,Cal,36.1127,-106.47,17848914,2745.11,685.04,5.24,22.0653
R6REM-6,Cal,36.6392,-106.215,17843878,2787.24,751.7,3.4,128.1078
R6REM-8,Cal,33.2816,-108.467,2430192,2362.1,732.49,8,93.5298
WE-100,Cal,40.65679932,-123.9800034,2703093,414.16,1708.45,12.3,68.2119
WE-1002,Cal,47.61560059,-121.0210037,23081320,1324.3,2025.85,3.49,54.2088
WE-1003,Cal,47.41809845,-120.5080032,23081548,694.16,677.54,6.83,103.14
WE-1004,Cal,47.87689972,-121.0419998,23081060,784.35,2153.33,4.82,43.1361
WE-1005,Cal,47.42250061,-120.7279968,23081698,1181.28,1056.72,5.12,31.5864
WE-1028,Cal,44.50389862,-110.1169968,12792773,2773.8,951.24,0.37,8.9829
WE-1031,Cal,44.5428009,-109.3830032,12794019,2086.1,740.56,1.1,56.1438
WE-1033,Cal,44.76029968,-107.2639999,5336903,1915.25,663.88,2.69,89.4168
WE-1036,Cal,43.64640045,-107.3789978,12830684,1621.56,471.34,5.2,483.2316
WE-1047,Cal,44.12139893,-107.4369965,12828900,1635.44,464.63,5.6,47.16
WE-1055,Cal,42.59220123,-108.5159988,12883298,2015.45,368.77,4.7,80.4483
WE-1061,Cal,43.24359894,-109.9110031,18346893,3087.47,903.82,-0.79,11.0106
WE-1065,Cal,43.2818985,-109.401001,12900300,2446.82,738.53,0.2,140.058
WE-1066,Cal,42.87189865,-109.4469986,18328922,2983.26,861.16,0.03,36.1971
WE-1078,Cal,41.08280182,-106.7969971,15984679,2602.3,1152.95,2.15,306.1152
WE-1079,Cal,41.65280151,-106.3130035,15968351,2219.93,535.13,4.08,100.6686
WE-108,Cal,32.8993988,-116.5879974,20332896,1164.53,700.76,13.15,70.9074
WE-1082,Cal,41.01779938,-110.387001,3196672,2727.22,768.81,0.61,143.4258
WE-1085,Cal,43.81869888,-107.2490005,12830296,1842.11,504.01,4.86,71.4096
WE-110,Cal,34.17610168,-116.9850006,22558770,1445.98,696.16,10.76,7.6275
WE-118,Cal,39.71609879,-121.6350021,2770322,281.09,1278.45,16.41,13.2516
WE-121,Cal,41.3368988,-122.4079971,7964833,1336.02,1140.13,9.62,65.6154
WE-126,Cal,37.54999924,-118.7600021,20274387,3057.07,838.95,1.95,31.3884
WE-131,Cal,39.44219971,-122.6360016,7994263,729.22,1057.48,12.25,36.4671
WE-133,Cal,34.25469971,-118.0849991,22520971,1413.62,948.62,14.17,5.8491
WE-134,Cal,34.66939926,-119.7539978,17609583,936.44,962.02,13.79,8.1126
WE-135,Cal,32.92969894,-116.5589981,20332676,1335.35,779.48,12.72,8.37
WE-138,Cal,33.72940063,-116.6729965,22536088,2076.12,666.83,10.42,5.7006
WE-14,Cal,33.71260071,-110.8470001,22441318,931.76,570.98,15.54,37.854
WE-141,Cal,33.33670044,-116.8290024,20343057,1339.06,660.87,13.18,26.7147
WE-142,Cal,34.42169952,-119.3809967,17586740,252.57,806.13,16.12,28.1835
WE-145,Cal,38.87530136,-122.8820038,8271831,854.93,1194.14,14.09,4.3326
WE-148,Cal,39.58779907,-122.9160004,8305328,1557.26,1861.7,9.08,14.2092
WE-151,Cal,40.69779968,-123.3639984,8232248,894.58,1251.26,11.22,56.5164
WE-153,Cal,41.86169815,-122.2070007,362083,1843.11,905.99,7.07,36.63
WE-159,Cal,42.00310135,-122.7630005,359295,1320.92,1105.61,7.66,25.2405
WE-161,Cal,38.31079865,-119.3430023,8914957,2332.42,657.37,4.64,29.1807
WE-162,Cal,40.98059845,-122.5070038,7966059,1117.54,2003.73,12.7,14.2713
WE-163,Cal,33.76060104,-116.5490036,22592131,751.96,371.83,14.9,23.1543
WE-165,Cal,37.04439926,-121.7289963,17661455,383.63,906.35,14.91,6.3198
WE-174,Cal,34.55720139,-119.2490005,17568579,1135.79,1049.39,13.05,156.9537
WE-177,Cal,37.32889938,-121.6740036,2810225,717.67,658.15,13.63,46.9899
WE-178,Cal,40.67580032,-121.7279968,2764306,1546,1372.16,8.4,20.6505
WE-186,Cal,41.11819839,-123.8160019,4442010,635.15,2898.76,12.58,13.4865
WE-187,Cal,34.1814003,-116.9120026,22558750,1776.42,799.18,8.07,16.8687
WE-191,Cal,34.25249863,-117.5319977,22557786,1220.4,1131.29,11.94,29.6172
WE-194,Cal,34.74720001,-119.7160034,17626437,993.64,730.3,13.13,77.5215
WE-196,Cal,34.73279953,-119.6760025,17626489,1221.18,900.29,12.83,25.0092
WE-20,Cal,33.59189987,-109.3219986,21352097,2565.26,791.47,6.74,7.7031
WE-200,Cal,39.7118988,-122.8410034,8297445,1664.22,1215.31,9.16,34.272
WE-202,Cal,40.90330124,-123.0139999,8243780,1393.64,1451,9.23,8.3871
WE-203,Cal,40.29079819,-123.4550018,2706393,1026.03,1644.94,10.99,23.8707
WE-206,Cal,40.60279846,-122.9110031,8245974,696.65,1122.06,11.35,80.6058
WE-209,Cal,39.44169998,-122.8199997,8308404,1083.93,1550.69,11.77,3.0474
WE-21,Cal,36.11780167,-112.0830002,20735483,1171.98,586.72,8.81,173.4354
WE-210,Cal,41.15439987,-123.5690002,8240980,892.25,2126.57,10.53,43.3305
WE-211,Cal,41.32889938,-122.8430023,3801139,1051.42,1030.45,9.14,37.1511
WE-22,Cal,34.29190063,-110.8130035,22437550,2131.1,799.87,9.58,17.856
WE-220,Cal,41.09189987,-122.2009964,7960933,677.81,1582.49,10.29,238.5018
WE-221,Cal,34.69530106,-119.9089966,17609433,795.43,750.57,15.8,13.8285
WE-228,Cal,34.13359833,-116.8440018,22559694,2867.77,1146.36,5.89,3.114
WE-230,Cal,39.53789902,-122.8610001,8305416,1132.43,1577.49,11.69,11.8818
WE-231,Cal,39.49349976,-122.8639984,8308096,957.48,1559.91,12.26,19.5012
WE-233,Cal,40.23880005,-123.0830002,8235160,1184.09,1567.87,10.21,49.1769
WE-235,Cal,40.48870087,-123.0279999,8234604,1086.84,1408.54,10.62,15.3405
WE-237,Cal,41.84970093,-124.0329971,22226750,424.97,2557.02,12.12,2.5191
WE-241,Cal,41.01779938,-123.5930023,8241296,494.64,1698.31,11.39,97.4592
WE-244,Cal,41.31779861,-123.0599976,8257777,957.19,1342.84,8.99,260.4168
WE-280,Cal,38.43650055,-106.3730011,9773421,2992.22,705.39,0.79,51.9768
WE-284,Cal,37.48059845,-107.0979996,17030748,2873.32,1115.09,2,78.2649
WE-285,Cal,39.28540039,-106.4489975,916469,3423.07,827.56,0.03,20.8386
WE-287,Cal,39.15790176,-106.5719986,1327179,3654.96,858.77,-1.18,23.5323
WE-288,Cal,39.23460007,-107.4179993,1336366,3003.97,975.63,2.73,4.9032
WE-313,Cal,40.21689987,-105.3610001,2888638,2100,755.07,3.2,274.7052
WE-318,Cal,38.59120178,-107.4469986,3251699,2868.95,991.94,2.22,23.9166
WE-323,Cal,39.79230118,-105.5910034,2885060,2898.3,863,0.36,42.0822
WE-328,Cal,37.5945015,-105.3990021,17896331,3305.82,893.07,0.89,7.4457
WE-332,Cal,39.21519852,-106.3949966,916523,3502.28,834.81,-0.52,30.9123
WE-333,Cal,39.58000183,-107.288002,1235765,2652.34,882.63,2.31,46.2942
WE-335,Cal,37.52299881,-108.2330017,18384977,2723.18,874.87,4.29,36.9189
WE-338,Cal,46.56100082,-114.7809982,23589104,1528.58,1354.34,4.2,15.3819
WE-339,Cal,44.0340004,-115.8130035,23382493,1656.45,1079.39,5.26,42.1461
WE-340,Cal,46.75859833,-116.3560028,23632062,1021.92,1007.55,6.63,2.0691
WE-342,Cal,43.6894989,-115.0849991,23387469,2393.55,1084.09,3.3,4.2984
WE-343,Cal,48.32910156,-116.1559982,22977286,1486.25,2100.4,3.94,27.3204
WE-345,Cal,45.51290131,-113.9950027,23504460,1423.68,772.93,3.59,21.4848
WE-350,Cal,45.71369934,-115.6419983,23598143,1680.49,979.37,2.92,18.1755
WE-351,Cal,44.71089935,-113.7839966,23513354,2567.94,795.08,1.75,10.449
WE-352,Cal,43.48910141,-115.1259995,23389771,1940.94,844.95,5,1.8099
WE-356,Cal,46.62900162,-115.1640015,23624914,1669.44,1608.39,4.37,9.5886
WE-358,Cal,45.85810089,-114.9160004,23573444,1373.7,1037.59,3.96,124.4817
WE-363,Cal,46.60219955,-115.5250015,23623234,1111.68,1353.04,6.33,233.5212
WE-367,Cal,48.75669861,-116.7340012,22988807,1307.16,1694.38,2.92,40.7286
WE-372,Cal,44.13729858,-115.1869965,24158633,1826.08,1022.64,3.84,29.2455
WE-385,Cal,42.00740051,-115.2190018,23284675,1815.45,584.02,4.98,81.3285
WE-388,Cal,44.26810074,-115.875,24164169,1682.27,924.46,5.11,19.4175
WE-390,Cal,47.09780121,-115.9020004,23630536,1610.52,1671.44,4.57,11.5443
WE-397,Cal,46.97380066,-112.6230011,22913036,1592.87,627,3.84,23.8167
WE-410,Cal,48.83670044,-114.3679962,22949977,1247.03,1179.11,2.51,44.8101
WE-412,Cal,48.35359955,-113.8799973,22966476,1296.89,1236.52,3.11,43.4574
WE-414,Cal,46.29750061,-113.2269974,24310417,2070.23,1018.09,1.71,27.963
WE-419,Cal,46.16690063,-112.2070007,4331257,1900.74,596.09,2.75,54.0585
WE-431,Cal,46.6855011,-114.5579987,24319374,1426.22,1131.62,4.07,27.0801
WE-436,Cal,46.67539978,-110.4400024,12615222,2024.83,628.71,2.83,5.6934
WE-451,Cal,45.85979843,-110.8550034,4063778,1888.58,929.16,3.45,44.5617
WE-454,Cal,45.54079819,-111.8990021,3052836,2222.23,933.95,1.08,9.9171
WE-47,Cal,36.12139893,-112.0800018,20735483,1171.98,586.72,8.81,173.4354
WE-48,Cal,33.56389999,-109.1110001,21352185,1974.72,649.53,9.87,25.9848
WE-49,Cal,33.86360168,-109.3190002,20493453,2624.55,700.98,5.76,119.0394
WE-50,Cal,34.19260025,-111.0360031,22428506,1531.58,748.13,11.06,100.863
WE-544,Cal,41.71530151,-115.2279968,23198686,1974.62,697.02,4.09,45.7128
WE-557,Cal,41.74219894,-118.7160034,11303910,1841.57,455.59,5.88,9.3762
WE-56,Cal,34.55059814,-111.4029999,20435284,2032.36,756.2,9.5,74.7198
WE-571,Cal,40.90309906,-115.2229996,10787024,2208.56,650.92,5.49,6.6042
WE-58,Cal,33.68439865,-109.3960037,20494115,2413.37,781.59,6.81,66.2634
WE-583,Cal,41.87250137,-115.086998,23196464,2159.21,634.39,5.18,9.7479
WE-595,Cal,43.55450058,-122.2040024,23753746,1584.9,1993.09,4.14,10.161
WE-62,Cal,34.54169846,-118.7730026,17570115,502.88,656.5,14.94,86.8545
WE-63,Cal,37.68180084,-119.5360031,21609805,2099.67,1300.06,4.85,115.6032
WE-636,Cal,44.86339951,-122.2799988,23781021,972.29,2513.03,8.2,1.179
WE-643,Cal,44.13840103,-121.5999985,23701269,1635.25,1176.85,4.48,14.2461
WE-645,Cal,45.02470016,-119.1500015,23672587,1289.33,615.31,6.89,20.7279
WE-650,Cal,44.37469864,-119.2590027,23824095,1409.4,441.26,7.69,1.4211
WE-668,Cal,44.61869812,-119.3010025,23673649,1264.5,555.91,7,322.2648
WE-669,Cal,44.90829849,-118.3130035,23671681,1847.27,879.27,3.89,25.6428
WE-682,Cal,45.27230072,-117.4670029,23437127,2015,1491.17,2.59,37.5093
WE-691,Cal,45.05220032,-119.4530029,23671665,1286.12,544.84,6.98,25.4736
WE-694,Cal,44.96170044,-118.6070023,23672885,1703.17,691.44,5.37,2.8053
WE-695,Cal,45.30059814,-123.4759979,23876833,679.09,2544.06,9.16,7.0119
WE-715,Cal,43.98699951,-123.6399994,23889568,184.4,1474.7,11.26,637.5321
WE-719,Cal,42.69079971,-122.961998,23931182,893.37,1373.74,9.94,23.2236
WE-72,Cal,39.81209946,-120.6809998,8039609,1396.21,1504.26,8.39,71.676
WE-73,Cal,40.10749817,-122.0299988,12068226,243.7,908.14,16.24,72.2439
WE-731,Cal,42.75870132,-118.8280029,24013729,1640.06,821.17,5.47,57.1824
WE-76,Cal,34.51959991,-119.4049988,17585714,865.39,1161.68,13.82,55.8756
WE-834,Cal,40.91469955,-110.4029999,3199208,3047.05,850.57,0.03,94.2732
WE-843,Cal,39.67950058,-113.9179993,10683176,2531.12,459.56,5.82,26.118
WE-844,Cal,41.35240173,-111.6949997,10273928,1952.56,1018.86,5.08,12.3633
WE-855,Cal,41.70539856,-111.8710022,664528,1364.65,826.42,5.26,1433.9529
WE-857,Cal,40.87210083,-110.0879974,10038084,2974.85,850.81,-0.06,57.7917
WE-864,Cal,40.89500046,-110.4219971,3199234,3060.34,894.02,-0.24,65.547
WE-866,Cal,39.34230042,-109.802002,3522133,2519.58,583.1,5.5,79.3836
WE-868,Cal,40.75279999,-110.9869995,10094254,2864.61,1068.52,1.69,30.8853
WE-869,Cal,40.65800095,-109.9100037,11977425,2976.67,806.67,1.09,22.9014
WE-87,Cal,40.25419998,-123.1080017,8236312,1021.32,1751.25,10.9,34.4718
WE-874,Cal,40.63389969,-110.8880005,11976913,2943.54,1030.75,1.14,96.8949
WE-88,Cal,41.70830154,-123.1309967,3798115,1479.56,1143.43,9.69,5.355
WE-889,Cal,38.56140137,-109.5210037,3379027,1328.43,490.99,9.2,182.5794
WE-905,Cal,37.43249893,-112.9169998,10025564,1958.97,675.72,5.77,203.5341
WE-907,Cal,39.84469986,-113.8160019,10682472,2251.82,461.8,6.27,16.4106
WE-908,Cal,40.71369934,-110.1849976,11975499,2941.78,835.03,-0.58,234.8397
WE-91,Cal,41.36259842,-122.5189972,3918664,1834.49,1168.54,7.53,21.267
WE-929,Cal,46.31470108,-123.7330017,23833349,78.33,2720.85,10.29,5.6547
WE-933,Cal,47.82830048,-120.9830017,23081072,1111.18,2076.39,4.52,43.9704
WE-934,Cal,47.98419952,-120.9990005,23081904,1606.5,1962.27,3.92,3.2013
WE-942,Cal,47.63119888,-120.9690018,23081316,1139.96,1999.56,3.63,64.1124
WE-945,Cal,47.65129852,-123.3519974,24287082,1258.77,2838.86,4.69,13.0077
WE-95,Cal,41.33840179,-122.9179993,3801149,1557.1,1393.61,7.81,7.1199
WE-956,Cal,47.90890121,-120.6470032,23082132,1647.87,1079.92,3.62,2.7639
WE-960,Cal,47.9858017,-120.7679977,23081918,1026.8,1006.07,5.02,1.6173
WE-961,Cal,47.45249939,-120.7689972,23081430,1551.64,1489.31,3.23,64.9503
WE-962,Cal,47.70080185,-120.9069977,23081648,1686.65,2564.5,1.82,2.8197
WE-970,Cal,46.84469986,-121.185997,24424389,1709.96,1831.55,3.51,2.9016
WE-971,Cal,46.20899963,-121.7929993,24242137,996.33,2537.97,5.9,36.2385
WE-972,Cal,46.77709961,-121.552002,23744280,952.12,1913.9,4.53,127.2762
WE-976,Cal,47.27659988,-123.4530029,23857305,260.73,3342.24,9.88,6.8283
WE-981,Cal,47.8628006,-121.1009979,23081068,1178.6,2213.43,4.58,9.4464
WE-984,Cal,48.03269958,-120.8639984,23081858,1563.98,1499.24,3.74,1.9521
WE-986,Cal,47.62080002,-121.4950027,23970629,1044.35,3484.99,5.69,8.9505
WE-989,Cal,47.68999863,-124.1719971,23845239,274.2,3351.22,9.66,37.3338
WE-998,Cal,48.0265007,-120.8280029,23080812,1178.76,1654.78,3.34,145.1862
WE-999,Cal,47.94049835,-120.9319992,23080960,968.19,2001.6,4.54,48.5505
WSA-225,Cal,36.43579865,-105.2360001,20059534,2780.41,662.61,4.51,18.5841
