SiteCode,CaO_Mean,TP_Mean,Vol_ave,AtmCa,AtmNa,AtmNO3,AtmSO4,TMIN_WS,XWD_WS,RH_WS,PT_Tmin,AWC_soil,Db3rdbar,Kfact,Pct_Alfi,SOC,EVI_AveAve,Evergr_ave,alru_dom,Wb_mx_area,slpavg,GW_P_Sp_Mx,ER13,PPT_ACCUM,PPT_2MoAvg,DOY,Type,GIS_LAT,GIS_LONG
WCOP04-R011,26.68,0.24,0,0.37,0.056,0.909,0.572,-110.5,90.2,51.8,-111,0.0973,1.3351,0.2092,0,3.5087,2287,0.4104,0,3037,0.1462,14,N,59733.9,5475.5,244,REF,39.50836,-108.54941
WCOP99-0502,6.14,0.26,1,0.227,0.074,0.885,0.625,-147,119,52,-158,0.08,1.52,0.1,0,4.9786,1238,0.0035,0,0,0.1108,34,N,106099.5,5773.6,218,REF,37.32959,-106.68959
WCOP99-0503,3.16,0.11,0,0.219,0.039,0.809,0.468,-191,117,53,-184,0.08,1.57,0.1,0,5.015929,853,0,0,57964,0.1385,19,N,81644,4500.6,210,REF,39.15949,-106.57176
WCOP99-0505,6.11,0.16,0,0.236,0.04,0.701,0.411,-139,116,59,-120,0.14,1.34,0.28,0,5.6706,2518,0.2481,0,6455,0.0661,67,N,81905.8,5815.2,230,REF,39.23626,-107.41807
WCOP99-0518,4.34,0.12,0,0.228,0.038,1.158,0.616,-146.5,152,58.5,-131,0.0807,1.5715,0.1,7.1,4.8727,1150,0.1172,0,49933,0.1204,28,N,113713.7,5012.5,193,REF,40.19981,-105.62576
WCOP99-0577,2.36,0.11,0,0.228,0.038,1.158,0.615,-108.1,111.4,55.8,-68,0.088,1.5661,0.1055,63.5,4.9145,2241,0.6893,0,771879,0.1113,31,N,66621.3,3770.6,197,REF,40.21855,-105.36055
WCOP99-0578,9.85,0.18,0,0.263,0.048,1.064,0.634,-136.5,116.6,55.2,-128,0.0815,1.3999,0.1585,63.3,5.0625,2613,0.4787,0,13959,0.0618,1250,N,75529.8,3214.8,226,REF,40.9715,-107.019
WCOP99-0597,5.8,0.25,0.9996,0.228,0.041,0.775,0.464,-159.3,93.3,55.3,-125,0.1095,1.396,0.2613,0,3.8131,2351,0.5206,0,16599,0.1132,18,N,51752.7,1951,141,REF,38.59278,-107.44724
WCOP99-0626,3.94,0.13,0,0.214,0.037,1.199,0.655,-141,141.1,57.4,-109,0.0856,1.5767,0.1,62.5,4.9783,2200,0.4532,0,113957,0.1224,22,N,58827.5,5216.8,248,REF,39.79389,-105.59107
WCOP99-0629,2.3,0.1,0.0003,0.223,0.037,1.444,0.813,-118.2,78,52.5,-99,0.0798,1.4825,0.1909,0,5.0556,2421,0.726,0,24401,0.0797,16,N,36843.9,2293.1,134,REF,39.24139,-104.95751
WCOP99-0633,6.87,0.13,0,0.217,0.042,0.822,0.486,-218.6,99.9,52.3,-142,0.0892,1.5592,0.1283,66.4,4.3665,2032,0.7149,0,32662,0.122,19,N,50138.1,3767.8,169,REF,38.72388,-106.67253
WCOP99-0634,4.84,0.16,0,0.223,0.094,0.935,0.677,-129,82,55,-127,0.08,1.4733,0.1933,65.7,3.9637,2347,0.5943,0,0,0.1298,35,N,48491.8,3298.9,225,REF,37.59607,-105.39898
WCOP99-0649,20.02,0.1,0,0.235,0.04,0.708,0.416,-139.2,112.6,58,-105,0.1274,1.3353,0.2009,0,5.7182,2264,0.4574,0,60104,0.117,25,N,57491.5,1647.3,204,REF,39.58166,-107.28809
WCOP99-0670,8.46,0.26,0,0.311,0.048,0.975,0.697,-145.5,101.3,51.6,-123,0.1076,1.3327,0.1856,0,4.4934,2689,0.5328,0,1378,0.0846,23,N,66154.3,2330.9,162,REF,37.52305,-108.23322
WIDP99-0501,1.86,0.13,0,0.084,0.045,0.47,0.307,-100.7,178.7,65.3,-94,0.1,1.1865,0.2765,0,10.3758,2461,0.8909,0,0,0.1631,39,N,134399.4,7007.8,248,REF,46.56095,-114.78078
WIDP99-0502,2.65,0.13,0,0.123,0.123,0.481,0.296,-104.1,115.6,61.4,-78,0.08,1.56,0.12,0,7.7832,2282,0.805,0,0,0.0866,2319,N,99969.2,495.7,236,REF,44.03402,-115.81346
WIDP99-0503,1.66,0.13,0,0.056,0.042,0.438,0.301,-76.4,137.7,64,-75,0.13,1.43,0.565,110.4,8.3904,3979,0.7816,0,0,0.0969,26,N,105945.5,3096.1,251,REF,46.75859,-116.35642
WIDP99-0508,2.67,0.13,0,0.144,0.104,0.567,0.332,-115.1,110.8,65.5,-110,0.09,1.38,0.1,0,6.9553,1671,0.3429,0,8557,0.1478,27,N,94338,2854.5,257,REF,43.68952,-115.085
WIDP99-0514,2.4,0.12,0.0824,0.126,0.062,0.538,0.342,-134.7,119.7,64,-114,0.0863,1.5127,0.1801,0,8.6812,2815,0.8136,0,18256,0.1105,24,N,64430.1,1251.8,243,REF,45.51286,-113.99451
WIDP99-0516,2.11,0.13,0,0.078,0.06,0.435,0.276,-149.3,142,62,-125,0.1422,1.2387,0.28,0,10.2062,2317,0.9845,0,835,0.1486,133,N,90363.9,1402.3,243,REF,45.71372,-115.64173
WIDP99-0520,0.96,0.13,0,0.153,0.075,0.612,0.359,-149,86,61,-125,0.0876,1.4108,0.1039,0,4.4372,1862,0.4399,0,14777,0.1616,19,N,49146.8,4039.8,251,REF,44.71089,-113.78403
WIDP99-0524,2.67,0.13,0,0.145,0.103,0.574,0.335,-103,83,61,-105,0.08,1.55,0.1,0,5.5438,2397,0.4867,0,0,0.1505,20,N,57468.5,511.7,236,REF,43.48905,-115.12612
WIDP99-0556,4.32,0.15,0.2681,0.136,0.081,0.559,0.334,-133.2,101.8,63.7,-94,0.0768,1.5084,0.1816,0,7.7546,1793,0.4838,0,6086391,0.1234,6430,N,54739.9,1033.3,221,REF,45.46657,-115.39923
WIDP99-0599,2.55,0.13,0,0.073,0.044,0.453,0.298,-97,172,67.5,-86,0.0961,1.2221,0.2597,0,10.3977,2669,0.8855,0,1043,0.131,44,N,118423.6,2482.5,213,REF,46.62902,-115.16426
WIDP99-0607,2.18,0.13,0,0.065,0.045,0.441,0.295,-77.5,169.7,66.4,-72,0.1151,1.1847,0.2497,22.8,10.2905,3550,0.7309,0,371,0.0787,44,N,110967.8,7892.7,198,REF,46.60219,-115.52497
WIDP99-0614,2.04,0.1,0,0.054,0.047,0.415,0.27,-104,155.5,71.5,-105,0.0899,1.2505,0.17,0,10.1435,2166,0.811,0,54918,0.1528,50,N,112021.1,4121.5,219,REF,48.75671,-116.73369
WIDP99-0615,10.35,0.21,0.7085,0.156,0.078,0.643,0.358,-112.3,91,63,-136,0.0831,1.3769,0.24,0,5.6865,2288,0.7001,0,0,0.1491,25,N,53593.6,2210.5,193,REF,43.66638,-114.53681
WIDP99-0697,2.73,0.13,0.0674,0.135,0.11,0.521,0.314,-131.2,101.6,65.8,-119,0.08,1.55,0.17,0,9.2433,1930,0.5861,0,2363,0.1817,96,N,74035.7,2164.1,178,REF,44.13731,-115.18667
WIDP99-0727,29.12,0.14,0,0.321,0.187,0.841,0.579,-99.2,102.2,59.6,-95,0.1697,1.3401,0.4882,0,6.9216,2915,0.5839,0,70077,0.049,22,N,57685.6,2836.7,191,REF,42.85248,-112.07726
WIDP99-0729,8.93,0.12,0,0.063,0.042,0.44,0.292,-73.5,156,70,-83,0.1,1.1064,0.1921,0,10.3839,2625,0.579,0,0,0.2159,91,N,132853.4,4051,211,REF,47.19756,-115.63723
WIDP99-0768,2.9,0.19,0.9997,0.204,0.137,0.669,0.41,-99,82.4,54.7,-90,0.1081,1.3711,0.2158,0,6.4015,1385,0.0163,0,1803,0.0668,16,N,44292.9,2683.2,181,REF,42.00739,-115.21883
WIDP99-0774,1.11,0.14,0,0.06,0.043,0.438,0.296,-71,168.3,69.3,-73,0.1,1.12,0.15,0,10.311,2912,0.775,0,135311,0.0661,1532,N,140393.8,1475.3,210,REF,47.09784,-115.90212
WMTP04-R006,8.4,0.12,0,0.083,0.034,0.467,0.311,-128.1,150,65.4,-102,0.0821,1.2698,0.1428,13.1,4.37,2168,0.8187,0,3939053,0.1353,2801,N,103658,4772.4,203,REF,47.87167,-113.43722
WMTP99-0507,5.34,0.3,0.3146,0.17,0.048,0.58,0.35,-154.9,112.3,57.7,-127,0.0952,1.4691,0.2152,87.8,5.1785,2189,0.7849,0,1587,0.1558,19,N,66853.3,6569.3,203,REF,45.27109,-110.77437
WMTP99-0515,7.32,0.12,0,0.056,0.03,0.407,0.269,-127,166,64,-124,0.08,1.23,0.1215,0,3.9976,2545,0.8049,0,30077,0.135,41,N,152795.2,2585.1,231,REF,48.82479,-114.52056
WMTP99-0517,2.35,0.14,0.0681,0.128,0.049,0.551,0.365,-152.5,129.5,64.5,-122,0.0867,1.7333,0.1111,0,5.0836,2438,0.7199,0,34628,0.1397,27,N,73748,3161.5,259,REF,45.90731,-113.48004
WMTP99-0523,4.87,0.22,0,0.151,0.044,0.602,0.396,-139.5,122,58.5,-119,0.07,1.5735,0.1806,0,6.185,1852,0.7351,0,0,0.1484,28,N,102739.8,1918.9,221,REF,46.24567,-110.35652
WMTP99-0600,4.57,0.13,0,0.056,0.03,0.406,0.269,-129.5,151.3,63.9,-125,0.0829,1.2681,0.1693,25.4,4.0181,2511,0.9006,0,30077,0.0815,41,N,71810.2,7282.8,205,REF,48.83676,-114.36791
WMTP99-0609,6.24,0.24,0,0.126,0.04,0.553,0.372,-134.4,132.4,62.6,-120,0.07,1.5834,0.1832,0,4.2232,2386,0.9635,0,556080,0.0794,27,N,71841.2,9210.4,190,REF,46.29743,-113.2271
WMTP99-0633,6.19,0.24,0,0.13,0.04,0.562,0.381,-128,104,62.3,-124,0.06,1.54,0.1,0,5.8192,2440,0.9789,0,516513,0.0935,241,N,47827.4,6961.7,192,REF,46.167,-112.20748
WMTP99-0705,2.17,0.14,0,0.088,0.043,0.476,0.312,-103.4,170,65,-99,0.06,1.5,0.2,0,10.1961,2537,0.791,0,0,0.1148,255,N,138222.4,3226.7,295,REF,46.68552,-114.55801
WMTP99-0707,18.42,0.13,0.3816,0.131,0.04,0.572,0.387,-138,94.2,56.3,-122,0.1123,1.4271,0.2,0,4.7363,1902,0.189,0,0,0.0916,16,N,63321.4,1953.7,223,REF,46.95293,-111.54141
WMTP99-0715,1.4,0.16,0,0.172,0.048,0.613,0.385,-86,88.3,53.7,-103,0.1217,1.3883,0.3115,0,5.9567,2346,0.1817,0,6417,0.0451,429,N,61168.1,841.5,220,REF,45.35114,-109.55993
WMTP99-0716,25.85,0.09,0,0.146,0.043,0.612,0.412,-131.3,88.2,58.7,-123,0.07,1.5,0.2,0,4.6033,2783,0.871,0,0,0.0991,16,N,61245.7,6789.6,205,REF,46.67541,-110.43969
WMTP99-0719,4.24,0.2,0.4835,0.169,0.048,0.749,0.519,-148.9,75.1,60.4,-128,0.1063,1.4393,0.333,0,6.2121,2202,0.1818,0,4009,0.0553,16,N,42158.5,6643,265,REF,48.27115,-109.52618
WMTP99-0803,6.82,0.19,0,0.152,0.046,0.581,0.373,-131.1,151.5,62.5,-120,0.1096,1.4472,0.1989,75.2,5.8537,2785,0.816,0,0,0.0973,30,N,111338.8,4614,207,REF,45.85979,-110.85483
WMTP99-0837,3.84,0.12,0,0.116,0.038,0.538,0.363,-104.7,124.7,61.8,-116,0.08,1.44,0.2,0,4.5644,1595,0.6532,0,0,0.1631,30,N,77757,4724.2,206,REF,47.22912,-112.8447
WMTP99-0838,5.94,0.25,0,0.131,0.04,0.574,0.388,-122.7,80,55.3,-115,0.08,1.41,0.2,100.5,4.8678,2905,0.8339,0,0,0.0999,11,N,48895.7,1831,222,REF,47.08183,-111.59352
WMTP99-0839,6.12,0.24,0,0.146,0.047,0.579,0.377,-123,114,65,-110,0.0822,1.4539,0.139,0,6.2787,2172,0.5684,0,34543,0.1191,1030,N,91001.4,4220.2,206,REF,45.54083,-111.89933
WMTP99-R002,20.31,0.11,0,0.075,0.033,0.453,0.303,-139.2,107,59.8,-125,0.0899,1.4893,0.1983,0,5.8212,1983,0.6743,0,3675,0.1077,26,N,60007.1,7645.5,169,REF,47.96694,-112.81111
WMTP99-R011,3.57,0.12,0.0297,0.117,0.043,0.535,0.355,-125.9,120.3,67.6,-115,0.0984,1.471,0.2467,94.9,5.2661,2109,0.9135,0,40123,0.1336,25,N,62879.2,9064.1,188,REF,46.30917,-113.66917
WMTP99-R015,5.3,0.17,0,0.129,0.045,0.555,0.371,-123,115.4,64.5,-121,0.0808,1.5324,0.2238,36.5,4.128,2259,0.6573,0,161488,0.1211,25,N,60535.3,10583.2,189,REF,45.99583,-113.18722
WMTP99-R019,4.08,0.11,0,0.057,0.038,0.424,0.275,-91.9,170.2,68.8,-86,0.0805,1.232,0.0747,0,10.44,2432,0.8008,0,56475,0.2128,52,N,104316.7,6232.2,201,REF,48.125,-115.7275
WMTP99-R027,19.53,0.11,0,0.137,0.041,0.591,0.4,-131.3,96.3,58.5,-128,0.07,1.5,0.2,0,4.2893,2641,0.951,0,0,0.0952,20,N,52889,8591.2,210,REF,46.845,-110.96
WMTP99-R035,3.96,0.14,0,0.175,0.048,0.633,0.404,-139.4,94.3,52,-120,0.0736,1.5144,0.1,0,5.0042,2020,0.6655,0,0,0.1349,119,N,44458.6,2266.9,226,REF,45.09806,-109.29944
WNVP99-0514,10.67,0.15,0.7647,0.206,0.137,0.67,0.41,-114,89,53.1,-101,0.1063,1.3754,0.2107,0,6.5775,1806,0.3641,0,0,0.1289,114,N,57358.6,498.7,201,REF,41.71531,-115.22807
WNVP99-0561,10.2,0.23,0.0027,0.075,0.109,0.397,0.232,-87.5,69,55,-63,0.11,1.3752,0.1121,0,4.2253,1371,0.0131,0,0,0.1295,31,N,27487.3,534.7,170,REF,41.74221,-118.71595
WNVP99-0563,3.6,0.16,0,0.278,0.126,0.829,0.484,-79,75,53,-79,0.1,1.24,0.28,0,2.7416,1626,0.0223,0,0,0.0621,10,N,39684,273.8,165,REF,40.31847,-115.49717
WNVP99-0615,2.07,0.15,1,0.215,0.14,0.687,0.424,-106,85,52,-101,0.1,1.29,0.1,0,5.7396,1360,0.0265,0,261,0.053,16,N,51392.4,460.1,224,REF,41.99294,-114.94997
WNVP99-0617,15.23,0.13,0,0.286,0.145,0.805,0.491,-112,93.5,47,-102,0.1,1.3,0.365,0,3.3746,1930,0.0125,0,0,0.1124,20,N,61269.1,714.4,199,REF,40.90319,-115.22337
WNVP99-0668,2.82,0.19,1,0.213,0.141,0.686,0.422,-94.7,81.6,52.6,-95,0.0993,1.4433,0.1467,0,6.361,1651,0.1495,0,916,0.1062,12,N,43281.5,1891.1,207,REF,41.87257,-115.08706
WNVP99-0677,10.37,0.13,0.7293,0.266,0.092,0.885,0.471,-85.9,60.8,39.9,-69,0.1064,1.355,0.1321,0,2.7754,1931,0.9565,0,0,0.0995,37,N,22960.9,1014.7,149,REF,38.13007,-115.5963
WNVP99-0680,2.6,0.17,1,0.202,0.135,0.662,0.404,-109.4,85.7,52.5,-106,0.1042,1.3725,0.1992,0,6.6485,1237,0.0045,0,0,0.0428,27,N,52815.5,1352.8,210,REF,41.67083,-115.43303
WNVP99-0681,9.97,0.11,0,0.272,0.134,0.8,0.476,-94,101,46.5,-91,0.1082,1.3846,0.2275,0,2.6806,1276,0.1732,0,46303,0.1531,518,N,64044.8,1064.7,198,REF,40.67494,-115.50119
WNVP99-0683,2.38,0.14,1,0.104,0.081,0.592,0.293,-74.5,63,47,-97,0.11,1.39,0.1,0,2.1676,1487,0.3453,0,0,0.167,17,N,46251,1742.1,182,REF,38.83724,-117.38731
Wolf,5.67,0.23,0.8299,0.071,0.062,0.535,0.254,-92.3,83.5,61.9,-86,0.0846,1.0367,0.1575,0,6.0017,2416,0.4824,0.0255,21647,0.1575,35,N,101113.2,2519.4,251,REF,38.574,-119.697
WORP99-0503,5.61,0.24,0.652,0.033,0.185,0.19,0.178,-56,166,71.4,-57,0.1158,1.1175,0.1642,0,9.9586,2072,0.6884,0.0062,4409,0.1524,53,N,179064.2,655.6,234,REF,43.55453,-122.20408
WORP99-0522,5.37,0.22,1,0.088,0.101,0.43,0.251,-72.7,75.3,58.7,-79,0.11,1.3,0.1,0,4.0964,1154,0.0488,0,623,0.0801,33,N,52001.9,155.5,237,REF,42.04392,-118.29377
WORP99-0564,8.7,0.32,1,0.039,0.047,0.271,0.161,-64.5,107.5,59.4,-58,0.1606,1.2109,0.3721,0,8.217,2467,0.8549,0,1582,0.0559,21,N,65290.2,389.5,223,REF,45.01332,-119.24757
WORP99-0657,7.2,0.29,1,0.033,0.295,0.213,0.24,-13.7,179.5,69.8,-21,0.1625,0.9375,0.2775,0,10.5049,4247,0.9461,0.6233,2456,0.2902,57,N,160436.7,2581,213,REF,44.86339,-122.27982
WORP99-0677,7.8,0.3,0.8677,0.027,0.186,0.151,0.169,-76.7,126.7,64.7,-65,0.1,1.04,0.1934,0,7.1932,2134,0.811,0.0461,294981,0.0589,66,N,70000.7,3006.6,206,REF,44.1384,-121.59992
WORP99-0691,9.29,0.33,1,0.039,0.042,0.27,0.158,-65,104.7,56.7,-61,0.17,1.2037,0.49,0,8.3435,2445,0.5368,0,3597,0.0346,15,N,46677.5,2787.4,192,REF,45.02468,-119.1499
WORP99-0710,16.64,0.14,0,0.045,0.085,0.286,0.184,-64.1,94,53.8,-63,0.125,1.245,0.17,0,8.8416,2045,0.502,0,0,0.268,11,N,33242,2801.5,200,REF,44.37471,-119.25914
WORP99-0780,6.76,0.27,0.6971,0.042,0.064,0.278,0.172,-66.1,89.7,53.5,-63,0.1577,1.2569,0.3905,0,8.3459,2152,0.3869,0,50365,0.04,372,N,32121.8,2829.7,198,REF,44.61828,-119.29951
WORP99-0787,2.99,0.14,0,0.039,0.038,0.27,0.155,-95.8,125.6,58,-98,0.15,1.21,0.1611,0,8.802,1527,0.6985,0,75833,0.0844,21,N,57198.8,3614.3,211,REF,44.90831,-118.31331
WORP99-0821,8.42,0.33,0.9653,0.025,0.182,0.134,0.161,-41,160.1,68.8,-29,0.18,0.87,0.32,0,9.9587,2783,0.9374,0.1143,0,0.2402,2513,N,183444.5,2446.9,248,REF,43.95093,-122.11568
WORP99-0830,4.88,0.2,0.0309,0.046,0.051,0.301,0.182,-102.7,158.3,62,-98,0.15,1.21,0.1448,0,8.5198,1803,0.613,0,241911,0.151,84,N,118766,2658.6,253,REF,45.2719,-117.46555
WORP99-0864,5.32,0.24,0.936,0.039,0.059,0.271,0.167,-57.5,100.3,59.5,-57,0.1636,1.2097,0.4275,0,8.1511,2747,0.9338,0,738,0.0652,14,N,47374.9,3285.8,191,REF,45.05222,-119.45154
WORP99-0877,4.78,0.2,0,0.038,0.036,0.268,0.153,-78.5,112.9,57.5,-83,0.15,1.21,0.24,0,8.8518,2302,1,0,0,0.1459,17,N,56977.5,2278.3,204,REF,44.96174,-118.60722
WORP99-0879,4.83,0.15,0,0.037,0.397,0.202,0.263,6,182,77,-4,0.18,0.82,0.15,0,10.3958,4197,0.8051,0.8459,21680,0.115,60,N,303898.8,2143.9,248,REF,45.30062,-123.47625
WORP99-0928,3.63,0.17,1,0.035,0.28,0.285,0.278,-46,114.2,66.4,-52,0.15,0.82,0.2,0,7.0409,3000,0.9268,0.0055,0,0.1368,24,N,111675,2302.1,192,REF,45.30179,-121.44914
WORP99-0957,5.69,0.17,0.1138,0.035,0.143,0.248,0.163,-2,131,71,-3,0.1215,1.388,0.1903,6.5,5.3089,4218,0.765,0.0193,282,0.1116,29,N,125055.6,2295.9,253,REF,42.69082,-122.96245
WORP99-1016,6.36,0.26,1,0.025,0.188,0.132,0.163,-14,172,69,-23,0.175,0.8967,0.31,0,10.4455,3966,0.8291,0.6602,0,0.167,111,N,191986,850.4,189,REF,44.43981,-122.27953
WORP99-1019,5.65,0.23,1,0.074,0.106,0.379,0.231,-74.2,97.7,63.7,-59,0.1149,1.3173,0.1444,0,5.0566,1538,0.1949,0,77627,0.0676,30,N,69819.3,1696.9,224,REF,42.7587,-118.82789
WUTP02-R002,3.76,0.14,0,0.407,0.13,1.052,0.668,-152.6,97.3,48.6,-165,0.1106,1.401,0.2825,0,5.5664,1828,0.5191,0,672459,0.0774,330,N,65186.9,8663.4,295,REF,40.91466,-110.403
WUTP02-R014,8.73,0.11,0,0.478,0.328,0.971,0.751,-98.3,112.3,54.5,-96,0.1122,1.3178,0.3547,0,6.7085,1934,0.048,0,2600,0.1221,45,N,77444.7,3076,265,REF,41.35292,-111.69485
WUTP03-R031,26.21,0.19,0,0.391,0.064,1.01,0.651,-54,46.5,54,-46,0.08,1.47,0.13,0,2.3952,1117,0.0019,0,0,0.0634,4,N,18539.5,1086.5,317,REF,37.36879,-110.8794
WUTP04-R002,19.16,0.21,0.3705,0.274,0.061,0.94,0.575,-47.5,59,53,-62,0.1259,1.3777,0.2184,0,5.0698,1934,0.4243,0,174048,0.0882,15,N,35676.9,2843.3,266,REF,37.26882,-113.09247
WUTP99-0501,1.99,0.13,0,0.404,0.118,1.038,0.661,-158.8,87.6,49.1,-168,0.1071,1.4154,0.267,0,5.439,1648,0.4753,0,453073,0.0769,597,N,72056.9,5529.9,225,REF,40.8721,-110.08761
WUTP99-0507,5.07,0.14,0,0.431,0.117,1.049,0.673,-148.4,80.6,49.2,-136,0.0714,1.5104,0.1072,0,5.5378,1720,0.53,0,831861,0.0961,41,N,69713.5,5045,227,REF,40.51776,-110.03366
WUTP99-0514,2.22,0.13,0,0.408,0.13,1.052,0.669,-151.5,98.3,48.6,-167,0.1056,1.4215,0.2603,0,5.5986,1685,0.4164,0,672459,0.0765,330,N,83475.4,5133.7,226,REF,40.89499,-110.4224
WUTP99-0517,20.52,0.24,0,1.069,0.102,1.319,0.97,-93.8,64.3,53.3,-106,0.1,1.34,0.2,0,4.1203,2409,0.3161,0,93413,0.0919,16,N,49100.2,3836.5,228,REF,39.34229,-109.80229
WUTP99-0521,1.27,0.16,0,0.432,0.154,1.053,0.684,-136.6,110.2,53.8,-145,0.1011,1.4517,0.2681,0,6.2057,1945,0.742,0,79059,0.1255,25,N,84868.5,4789.4,224,REF,40.75278,-110.98692
WUTP99-0562,1.47,0.15,0,0.437,0.145,1.055,0.682,-149,106.3,52.4,-153,0.07,1.5202,0.1,0,6.081,2065,0.7363,0,215261,0.1014,27,N,77166.5,2922.4,292,REF,40.63387,-110.88796
WUTP99-0728,5.52,0.18,0.1998,0.266,0.059,0.93,0.574,-79,73.9,54.3,-85,0.1449,1.3576,0.3199,0,5.2264,2225,0.2544,0,50087,0.0771,21,N,51780.8,1492.7,275,REF,37.43248,-112.91733
WUTP99-0732,2.76,0.16,0,0.335,0.121,0.949,0.552,-90,61.5,41,-72,0.0883,1.36,0.15,0,2.1741,2055,0.7659,0,0,0.2416,19,N,43343.5,3054,259,REF,39.84474,-113.81623
WUTP99-0733,1.83,0.14,0,0.416,0.121,1.047,0.668,-157.6,89.1,49.5,-159,0.0706,1.5252,0.1026,0,5.5662,1507,0.4035,0,831861,0.0791,24,N,74353.7,3007.9,290,REF,40.71368,-110.18495
WWalker.confl,4.57,0.19,0.2655,0.051,0.067,0.445,0.217,-110.7,88.8,60.1,-107,0.0585,1.2173,0.0692,0,5.8773,1723,0.2972,0.0162,171373,0.1064,41,N,99655.6,546.3,198,REF,38.29076,-119.54485
WWAP04-R001,6.87,0.27,1,0.055,0.044,0.421,0.287,-43.6,113.1,63.8,-46,0.1458,1.2159,0.2776,0,7.7805,2261,0.6977,0,877,0.1379,26,N,54070.7,2900.9,295,REF,46.25916,-117.2983
WWAP04-R021,4.14,0.18,0.3056,0.032,0.369,0.181,0.284,-38.1,190.8,81.6,-9,0.0945,1.4617,0.0906,0,10.6248,2672,0.7241,0.0526,82089,0.2539,78,N,225498.9,15302.9,278,REF,47.68431,-123.06967
WWAP04-R041,5.37,0.23,1,0.032,0.209,0.273,0.315,-60.5,168.7,74,-67,0.1002,1.0786,0.2044,23.6,11.1683,1823,0.3144,0.0364,213879,0.1827,54,N,176396.2,16201,286,REF,46.48341,-121.49365
WWAP04-R043,6.15,0.25,0.76,0.032,0.202,0.272,0.314,-67.5,151.3,69.5,-69,0.1154,0.9119,0.2505,9.3,11.1151,2134,0.9424,0.0449,89943,0.0842,39,N,127316.5,9123,287,REF,46.69194,-121.30191
WWAP04-R048,5.19,0.23,0.9977,0.031,0.182,0.274,0.293,-73.5,213,74.5,-60,0.133,1.052,0.1857,0,11.1421,2453,0.6442,0.0265,105893,0.2118,86,N,286509.4,24575,280,REF,47.40512,-121.28533
WWAP04-R264,1.43,0.13,0,0.032,0.405,0.163,0.273,3,212,84,1,0.089,1.3426,0.1129,0,10.8906,3547,0.9917,0.1948,0,0.1574,95,N,328561,17587.4,273,REF,47.83317,-123.99033
WWAP99-0521,1.61,0.14,0.0111,0.033,0.296,0.237,0.292,10,196,83,18,0.2171,0.8643,0.12,0,11.0578,5157,0.8698,0.9993,657,0.0398,215,N,293862.5,6001.3,264,REF,46.3147,-123.73346
WWAP99-0527,4.18,0.13,0,0.028,0.147,0.286,0.254,-68.6,174,72.6,-73,0.0815,1.167,0.1791,0,11.1122,2705,0.824,0.0154,77361,0.1588,58,N,129844.4,6593.7,186,REF,47.82841,-120.98266
WWAP99-0529,2.97,0.14,0,0.027,0.136,0.29,0.245,-73,187,67,-72,0.0792,1.1454,0.1915,0,11.0824,1486,0.5622,0,0,0.3825,46,N,232683.8,7247.8,254,REF,47.98425,-120.99859
WWAP99-0532,4.02,0.14,0,0.029,0.155,0.284,0.26,-79.5,167.1,74,-70,0.0799,1.1379,0.1897,0,11.088,2504,0.6583,0.0202,22710,0.1773,70,N,226413.6,1627,234,REF,47.77337,-120.92748
WWAP99-0534,2.97,0.14,0,0.03,0.164,0.281,0.269,-82.6,197.8,73.8,-74,0.0836,1.2057,0.1654,0,11.1105,1861,0.6912,0.0112,147858,0.1689,56,N,316205.8,3041.1,253,REF,47.64945,-121.06659
WWAP99-0537,3.65,0.14,0,0.027,0.135,0.29,0.245,-79.1,179.3,67.7,-70,0.0787,1.1292,0.2055,0,11.0701,2192,0.5343,0.0264,1027214,0.2268,309,N,223490.4,2214.5,192,REF,47.91389,-120.89498
WWAP99-0538,2.97,0.14,0,0.031,0.17,0.281,0.274,-84,127,69,-102,0.09,1.27,0.13,0,10.7133,819,0.2288,0.0076,353578,0.2543,41,N,112958.4,657.8,211,REF,47.49884,-120.83942
WWAP99-0540,3.07,0.13,0.0217,0.028,0.137,0.29,0.246,-75.8,124.9,67.3,-75,0.0812,0.9606,0.1934,0,10.9069,2757,0.7487,0.0414,328430,0.1735,3928,N,99639.8,2285.5,209,REF,47.82847,-120.64479
WWAP99-0541,3.01,0.09,0,0.031,0.169,0.28,0.275,-82,175,73,-90,0.09,1.27,0.13,0,11.085459,1069,0.1927,0,6329,0.1702,103,N,186731,19998.5,274,REF,47.53807,-121.0253
WWAP99-0546,3.21,0.13,0,0.03,0.165,0.281,0.271,-82.3,185.8,73.7,-71,0.0798,1.1655,0.1866,0,11.0877,2192,0.6693,0.0205,261695,0.1783,104,N,210747.2,4268.6,252,REF,47.63122,-120.96894
WWAP99-0611,2.97,0.14,0,0.028,0.142,0.289,0.25,-63.4,124.6,67.3,-85,0.08,0.74,0.15,0,10.4328,2122,0.9542,0.0483,0,0.0718,127,N,73043.8,2022.7,268,REF,47.90893,-120.6473
WWAP99-0622,4.69,0.18,0.5318,0.028,0.138,0.29,0.247,-67.9,124.6,66.9,-80,0.088,1.164,0.134,0,10.8924,2501,1,0.0025,0,0.3407,294,N,66328.6,1909.8,249,REF,47.98587,-120.76811
